model_id,org,downloads,likes,tags,created_at,card_chars
PixArt-alpha/PixArt-XL-2-512x512,PixArt-alpha,2776,21,"diffusers,safetensors,text-to-image,Pixart-α,arxiv:2310.00426,arxiv:2112.10752,arxiv:2309.05019,license:openrail++,endpoints_compatible,diffusers:PixArtAlphaPipeline,region:us",2023-11-04 15:46:54+00:00,6738
pmczip/FLUX.2-klein-9B_Models,pmczip,2764,16,"diffusers,safetensors,lora,t2i,text-to-image,photorealistic,woman,celebrity,likeness,FLUX.2-klein-base-9B,klein,en,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:other,region:us",2026-02-12 15:07:37+00:00,0
tensorart/stable-diffusion-3.5-medium-turbo,tensorart,2724,73,"diffusers,safetensors,gguf,text-to-image,en,base_model:stabilityai/stable-diffusion-3.5-medium,base_model:quantized:stabilityai/stable-diffusion-3.5-medium,license:other,diffusers:StableDiffusion3Pipeline,region:us",2024-12-13 06:55:49+00:00,4746
realrebelai/LLaDa-Image_ComfyUI,realrebelai,2721,7,"diffusers,gguf,llada-image,image-generation,image-editing,comfyui,int8,quantized,rebelai,text-to-image,base_model:inclusionAI/LLaDA-Image,base_model:quantized:inclusionAI/LLaDA-Image,region:us",2026-09-04 15:30:27+00:00,4150
tsqn/Z-Image-Turbo_fp8_comfyui,tsqn,2693,5,"diffusion-single-file,text-to-image,comfyui,safetensors,quantization,quant,fp8,en,arxiv:2511.22699,arxiv:2511.22677,arxiv:2511.13649,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-12 04:22:15+00:00,1015
davidpoint/qwen-image-edit-plus-nsfw-lora,davidpoint,2691,2,"diffusers,lora,text-to-image,nsfw,image-editing,qwen-image-edit,not-for-all-audiences,image-to-image,base_model:Qwen/Qwen-Image-Edit-2511,base_model:adapter:Qwen/Qwen-Image-Edit-2511,license:openrail++,region:us",2026-08-03 18:05:08+00:00,2016
Frederic75/Qwen-Image-2512-GGUF,Frederic75,2674,1,"diffusers,gguf,text-to-image,en,zh,arxiv:2508.02324,license:apache-2.0,region:us",2026-03-02 15:08:02+00:00,13590
John6666/lustify-sdxl-nsfw-checkpoint-ggwp-v7-sdxl,John6666,2669,2,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,not-for-all-audiences,realistic,photorealistic,photo,general use,nsfw,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-09-18 22:30:28+00:00,184
TIGER-Lab/RationalRewards-8B-Edit,TIGER-Lab,2658,5,"transformers,safetensors,qwen3_vl,image-text-to-text,text-to-image,image-to-image,edit,reasoning,reward,image-to-text,en,dataset:TIGER-Lab/RationalRewards_DiffusionNFT_TrainData,arxiv:2604.11626,base_model:Qwen/Qwen3-8B,base_model:finetune:Qwen/Qwen3-8B,license:apache-2.0,endpoints_compatible,region:us",2026-04-10 14:03:11+00:00,8929
calcuis/lumina-gguf,calcuis,2649,37,"gguf,gguf-node,gguf-connector,text-to-image,base_model:Alpha-VLLM/Lumina-Image-2.0,base_model:quantized:Alpha-VLLM/Lumina-Image-2.0,doi:10.57967/hf/4589,license:apache-2.0,endpoints_compatible,region:us",2025-02-06 07:21:12+00:00,1861
byteshape/Krea-2-Turbo-GGUF,byteshape,2643,5,"gguf,krea,krea-2,text-to-image,image-generation,comfyui,byteshape,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-08-12 03:16:08+00:00,11109
admruul/anything-v3.0,admruul,2638,69,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2022-12-25 09:53:44+00:00,3136
cagliostrolab/animagine-xl-4.0-zero,cagliostrolab,2637,32,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-02-13 03:15:53+00:00,13808
DeepFloyd/IF-I-XL-v1.0,DeepFloyd,2631,677,"diffusers,pytorch,safetensors,if,text-to-image,arxiv:2205.11487,arxiv:2110.02861,license:deepfloyd-if-license,diffusers:IFPipeline,region:us",2023-04-06 21:22:41+00:00,11530
EK12317/Ekmix-Diffusion,EK12317,2625,60,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2022-12-18 06:45:54+00:00,3871
InsecureErasure/CyberRealisticXL-GGUF,InsecureErasure,2624,13,"diffusers,gguf,stable-diffusion,sdxl,text-to-image,image-generation,cyberrealistic,base_model:cyberdelia/CyberRealisticXL,base_model:quantized:cyberdelia/CyberRealisticXL,license:creativeml-openrail-m,region:us",2026-02-25 18:04:58+00:00,3374
tonera/FLUX.2-klein-4B-int8-diffusers,tonera,2597,1,"diffusers,safetensors,text-to-image,image-editing,flux,diffusion-single-file,image-to-image,en,license:apache-2.0,diffusers:Flux2KleinPipeline,region:us",2026-01-17 03:57:59+00:00,9696
R1000/Flux.1-dev-Controlnet-Upscaler,R1000,2576,7,"diffusers,safetensors,ControlNet,super-resolution,upscaler,text-to-image,stable-diffusion,lora,fluxpipeline,image-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-12-21 16:02:22+00:00,2004
Manojb/stable-diffusion-2-base,Manojb,2569,12,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-06-13 20:39:13+00:00,12497
Keltezaa/Flux2_Klein_9B_snofs_v1,Keltezaa,2549,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-nd-4.0,region:us",2026-02-21 23:56:59+00:00,152
TheImposterImposters/PonyRealism-v2.2MainVAE,TheImposterImposters,2547,0,"diffusers,safetensors,text-to-image,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-10-06 06:20:03+00:00,4328
tsqn/Z-Image-Turbo_fp32-fp16-bf16_comfyui,tsqn,2543,9,"diffusion-single-file,text-to-image,comfyui,safetensors,en,arxiv:2511.22699,arxiv:2511.22677,arxiv:2511.13649,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-11 15:52:11+00:00,1015
OlegSkutte/LCM-SSD-1B-GGUF,OlegSkutte,2532,2,"gguf,stable-diffusion.cpp,text-to-image,base_model:latent-consistency/lcm-ssd-1b,base_model:quantized:latent-consistency/lcm-ssd-1b,license:openrail++,region:us",2025-12-25 19:27:51+00:00,400
mflux-community/krea-2-turbo-mflux-q4,mflux-community,2530,0,"mflux,safetensors,text-to-image,mlx,flux,krea,apple-silicon,quantized,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-07-13 00:16:00+00:00,4245
wbruna/Z-Image-Turbo-sdcpp-GGUF,wbruna,2502,9,"gguf,text-to-image,image-generation,stable-diffusion.cpp,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-29 19:09:33+00:00,1914
seanjang990/shark_adult_parts_v21_25,seanjang990,2488,0,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,region:us",2026-06-15 01:16:17+00:00,157
krea/Krea-2-LoRA-darkbrush,krea,2482,24,"diffusers,lora,text-to-image,en,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-06-19 18:30:54+00:00,1034
vladmandic/Anima-1.0-Base,vladmandic,2481,0,"diffusers,safetensors,text-to-image,base_model:circlestone-labs/Anima,base_model:finetune:circlestone-labs/Anima,license:mit,diffusers:AnimaTextToImagePipeline,region:us",2026-05-15 10:16:34+00:00,128
DFloat11/Chroma-DF11,DFloat11,2462,5,"diffusers,safetensors,llama,dfloat11,df11,lossless compression,70% size, 100% accuracy,text-to-image,arxiv:2504.11651,base_model:lodestones/Chroma,base_model:quantized:lodestones/Chroma,region:us",2025-06-26 05:24:03+00:00,3667
pachiiahri/anima-fp8-comfyui,pachiiahri,2460,5,"diffusion-single-file,comfyui,text-to-image,base_model:circlestone-labs/Anima,base_model:quantized:circlestone-labs/Anima,region:us",2026-02-01 15:52:07+00:00,411
optimum-intel-internal-testing/tiny-stable-diffusion-with-textual-inversion,optimum-intel-internal-testing,2455,0,"diffusers,tensorboard,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,textual_inversion,diffusers-training,base_model:hf-internal-testing/tiny-stable-diffusion-torch,base_model:adapter:hf-internal-testing/tiny-stable-diffusion-torch,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-20 11:04:59+00:00,732
litert-community/Z-Image-Turbo-LiteRT,litert-community,2417,8,"litert,tflite,text-to-image,on-device,diffusion-transformer,int8,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2026-07-09 05:50:43+00:00,11737
vistralis/FLUX.2-klein-9b-INT8-transformer,vistralis,2411,5,"diffusers,flux,flux2,quantized,int8,transformer,text-to-image,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-9B,license:other,region:us",2026-02-14 00:44:44+00:00,8581
John6666/cyberrealistic-pony-semi-realistic-semi-real-v30-sdxl,John6666,2403,1,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,realistic,semi-realistic,fetish,pony,en,base_model:cyberdelia/cyberrealistic_semi_realistic,base_model:finetune:cyberdelia/cyberrealistic_semi_realistic,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-04-22 14:23:09+00:00,254
